fips,county,state,lat,long,date,cases,state_code,deaths
1001,Autauga,Alabama,32.53952745,-86.64408227,11/27/2020,2716,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,11/28/2020,2735,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,11/29/2020,2751,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,11/30/2020,2780,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/1/2020,2818,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/2/2020,2873,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/3/2020,2893,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/4/2020,2945,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/5/2020,2979,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/6/2020,3005,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/7/2020,3043,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/8/2020,3087,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/9/2020,3117,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/10/2020,3186,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/11/2020,3233,AL,42
1001,Autauga,Alabama,32.53952745,-86.64408227,12/12/2020,3258,AL,41
1001,Autauga,Alabama,32.53952745,-86.64408227,12/13/2020,3300,AL,41
1001,Autauga,Alabama,32.53952745,-86.64408227,12/14/2020,3329,AL,41
1001,Autauga,Alabama,32.53952745,-86.64408227,12/15/2020,3426,AL,43
1001,Autauga,Alabama,32.53952745,-86.64408227,12/16/2020,3510,AL,43
1001,Autauga,Alabama,32.53952745,-86.64408227,12/17/2020,3570,AL,43
1001,Autauga,Alabama,32.53952745,-86.64408227,12/18/2020,3647,AL,44
1001,Autauga,Alabama,32.53952745,-86.64408227,12/19/2020,3698,AL,44
1001,Autauga,Alabama,32.53952745,-86.64408227,12/20/2020,3741,AL,44
1001,Autauga,Alabama,32.53952745,-86.64408227,12/21/2020,3780,AL,44
1001,Autauga,Alabama,32.53952745,-86.64408227,12/22/2020,3841,AL,44
1001,Autauga,Alabama,32.53952745,-86.64408227,12/23/2020,3889,AL,46
1001,Autauga,Alabama,32.53952745,-86.64408227,12/24/2020,3942,AL,46
1001,Autauga,Alabama,32.53952745,-86.64408227,12/25/2020,3990,AL,46
1001,Autauga,Alabama,32.53952745,-86.64408227,12/26/2020,3999,AL,46
1001,Autauga,Alabama,32.53952745,-86.64408227,12/27/2020,4029,AL,47
1001,Autauga,Alabama,32.53952745,-86.64408227,12/28/2020,4065,AL,47
1001,Autauga,Alabama,32.53952745,-86.64408227,12/29/2020,4105,AL,47
